"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","aovivo","modo","explicita","gostou","n_reproducao","id_cliente"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,118.420175872912,-11.5402086268567,50.1909884384035,0,485090,2010,TRUE,"N/A",FALSE,FALSE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,130.55639306722,-8.23133357520772,51.0617480733373,0,403442,1961,TRUE,"d",FALSE,FALSE,5,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108.94472246086,-5.23375341527339,67.0607689217311,0,156796,1992,FALSE,"d",FALSE,TRUE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,116.670955570331,-8.4180159267565,22.1889435523178,67.1704276193227,272846,1994,FALSE,"c",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,74.5520792537587,-6.12783999169429,25.331426182542,77.5432255668867,266375,2006,TRUE,"f",TRUE,TRUE,5,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,141.817839244156,-6.13302224348693,57.7072600802503,22.8592932162988,195646,2020,TRUE,"F#",FALSE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,107.865940381942,-6.07256012130147,60.6837450632004,0,199173,2019,FALSE,"c#",FALSE,FALSE,1,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73.0569922773926,-6.86531015232176,74.3979284153454,0,183768,2013,TRUE,"A",FALSE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.965834374356,-8.81523810476737,85.1147562626145,0,188256,2016,TRUE,"G",FALSE,FALSE,5,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,91.978742172278,-15.5973307147391,0,0,99166,2020,FALSE,"N/A",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,124.039012817055,-10.2207005520484,20.2137704148372,0,275705,1971,FALSE,"F",FALSE,FALSE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.238684088299,-5.89880637777638,74.9265232701926,19.7564885652854,217926,1989,FALSE,"D#",TRUE,TRUE,6,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,138.670057690025,-7.23102727201104,69.1690331096802,11.9024544007257,241860,1963,FALSE,"F#",TRUE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,117.586293072694,-6.96212738883237,20.4000575419765,62.5487082933246,250449,2005,FALSE,"B",TRUE,FALSE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,133.406751357882,-5.90846185808002,52.191722426516,0,164406,2020,FALSE,"b",FALSE,TRUE,1,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,106.905666313731,-9.70698077377905,63.2025128372199,0,326396,2006,FALSE,"g",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83.2143515968584,-10.9157623086126,75.660909629365,0,144926,2014,FALSE,"C#",FALSE,FALSE,4,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,115.891586085504,-5.47591070248494,9.42584686798627,61.7075747922258,204033,2013,FALSE,"N/A",TRUE,TRUE,6,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,114.156336472244,-8.31550222328047,75.3842442540745,0,203478,1996,FALSE,"E",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,157.16782661558,-6.70189216932465,62.1389229136182,0,161886,2021,FALSE,"g#",FALSE,TRUE,6,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,110.523591980351,-8.42410402400201,70.4051898599852,0,199504,1999,FALSE,"G#",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,156.00754662327,-5.73466733167744,58.2094743783223,0,178638,2019,TRUE,"c",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96.2553849789476,-14.6349646544212,70.3999341982452,0,163544,2021,FALSE,"F",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,107.11459511793,-7.39757017621554,66.0263896007693,0,148206,2021,FALSE,"E",FALSE,TRUE,2,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,90.3773331960642,-5.97170752881251,24.0094057079627,67.3930102017679,299453,2003,FALSE,"d#",FALSE,FALSE,6,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,157.290360926666,-8.23430626855593,60.9946824978108,0,169074,2020,FALSE,"D",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,101.728371011648,-6.44050992053653,70.0665599269311,0,284746,2005,FALSE,"f",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,120.199771849082,-8.06718941226718,57.4297124616517,0,492986,1989,FALSE,"G",FALSE,FALSE,2,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,115.004753591772,-8.86100129788854,69.6297115217248,0,207628,2021,FALSE,"b",TRUE,FALSE,6,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,107.238085252203,-6.47002691686264,23.5817767432859,83.6527528177179,336547,2002,FALSE,"d#",FALSE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,111.731562847813,-6.53074487223394,21.9617976737289,57.1880170182955,177672,2004,FALSE,"b",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111.824681502372,-4.73954487308103,59.1152400753263,0,156847,2018,FALSE,"a",FALSE,FALSE,6,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80.2705328022616,-12.0612632692797,74.0427576672731,0,200150,2021,TRUE,"a#",TRUE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,172.138904790212,-6.01842480986364,55.2231824811625,21.6388698243477,218761,2018,TRUE,"g",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.6720535989212,-8.59877463122679,79.6815283130702,19.3964405575024,271717,2014,FALSE,"b",TRUE,TRUE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,107.565895098399,-7.19999229918967,72.5228253739742,0,273323,2009,FALSE,"g",TRUE,FALSE,1,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143.677653553262,-10.0684249160158,67.0972453377555,0,276124,2014,FALSE,"g",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,71.1528996857618,-9.03904895960508,68.6030143341472,19.7548485754874,228498,2011,FALSE,"A#",FALSE,TRUE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,140.441987627745,-7.74282898250494,63.2526106402615,0,199860,2021,FALSE,"a#",FALSE,TRUE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,115.582675386183,-8.40241866365836,20.0243165950023,80.3780661782764,223385,1999,FALSE,"N/A",TRUE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,89.0184829720642,-9.03020056575644,81.7884570743226,0,135995,2021,FALSE,"G#",FALSE,TRUE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121.084172322352,-9.93305505043267,75.5403638192123,0,211825,2011,TRUE,"E",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,144.002689600272,-4.97314236644127,51.0870791910127,0,151926,2019,FALSE,"A#",FALSE,FALSE,2,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,126.551641881895,-7.83489625570737,76.0808539990657,21.6434680902987,288152,2021,FALSE,"F",TRUE,FALSE,6,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.130278110337,-6.97226804635269,73.4841445887971,0,173550,2016,FALSE,"c",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,96.3456797112676,-5.79518167157231,76.157427935083,0,181132,2018,FALSE,"d#",TRUE,TRUE,2,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98.1757832861562,-8.44295383105158,70.1494806186982,0,211980,2019,TRUE,"C#",FALSE,FALSE,5,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,127.413634815001,-6.52581480144176,82.5612319879734,0,322254,1997,FALSE,"b",TRUE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,121.817647843299,-10.6319732909314,42.6593555923059,0,193759,1948,TRUE,"C",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,128.243844474783,-17.0674010793832,32.3070938174708,0,359839,1957,TRUE,"A#",FALSE,FALSE,1,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,121.169196211246,-12.5124947690978,49.1135160464594,0,104061,1967,FALSE,"F",FALSE,FALSE,2,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,116.97129019188,-6.62246485254006,65.5992985220633,0,190579,2007,FALSE,"g#",TRUE,TRUE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,126.310227403451,-8.82824731061339,77.9075366038528,0,178083,2012,TRUE,"E",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,116.466286310099,-9.80411801198552,71.669581542439,0,208683,2005,TRUE,"b",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.859503851525,-7.42230733387634,73.1443290377952,19.8763337708737,241300,2012,FALSE,"f",TRUE,TRUE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,112.962124810889,-7.41695220711326,14.0282717152457,87.3358111753948,323066,2000,FALSE,"N/A",TRUE,TRUE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,98.244896344063,-7.92794597134779,77.4723045528933,0,260918,2021,TRUE,"f",FALSE,FALSE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.321118473121,-7.41824561758193,71.0271195871226,0,234149,1987,FALSE,"A",TRUE,TRUE,3,"#ID7758"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,111.555795689877,-9.30033091540276,42.5066818824115,0,370004,2012,FALSE,"g#",TRUE,FALSE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,179.657274259805,-6.291522720019,61.3606583462684,0,333466,1990,TRUE,"G",TRUE,TRUE,1,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,119.364922410851,-5.66009385682379,63.2286932984588,0,197463,2021,TRUE,"A",FALSE,FALSE,4,"#ID7758"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,118.679144975376,-8.64457843603942,73.1438927482701,19.3389937027297,346084,1997,FALSE,"f",TRUE,TRUE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,94.4397192080484,-8.63961367423265,74.7396155487531,0,209584,1996,FALSE,"e",FALSE,TRUE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,105.928658248853,-9.22986878332914,19.4646453360217,64.417120463666,212213,2010,FALSE,"a",TRUE,FALSE,2,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,137.174143790968,-6.95245220316799,80.61046407605,14.0604972271538,382654,1991,FALSE,"g",TRUE,TRUE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,118.181623681816,-10.5593120308909,39.2491173897926,0,278215,1966,TRUE,"C#",FALSE,FALSE,1,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,85.6352987623052,-7.09791663944965,70.310554341323,15.0757548758586,243062,2001,TRUE,"G",TRUE,TRUE,4,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,119.048391469099,-9.92247675917752,66.2053088026884,0,221902,2015,TRUE,"D",FALSE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,123.30523633029,-12.7238264111745,46.6894898893865,0,182956,1980,FALSE,"N/A",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,131.131228357613,-13.2281757644482,51.3960213549907,0,275910,1966,TRUE,"C",FALSE,FALSE,2,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,113.569868351227,-7.39262553615263,74.5199652713088,0,213886,2008,FALSE,"g",TRUE,TRUE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,126.042617261975,-6.46164710563966,21.7303534435547,0,373530,1946,TRUE,"D#",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,158.93541859116,-6.30723941438867,70.6958916812097,33.866469840283,243875,1985,TRUE,"c",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,149.727085543897,-7.53274587238891,65.6798389486906,0,245082,1990,FALSE,"f#",TRUE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,105.336621800231,-8.00506100975063,18.5319625549921,80.7247693236169,262506,2002,FALSE,"d",TRUE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.0717380043216,-7.36245972136073,66.4171202584479,0,225327,2020,TRUE,"N/A",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,142.426837913667,-8.53064676091988,74.6378470847013,0,256622,1975,FALSE,"C",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,95.0120455057888,-9.38307289900864,76.2727252745053,0,216691,2021,FALSE,"D#",FALSE,FALSE,4,"#ID7758"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90.4529812057118,-4.61307088937433,74.5736942033253,22.7941856371407,191260,2011,FALSE,"N/A",FALSE,TRUE,2,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,90.2667873865369,-5.83196232426215,62.9499267762051,0,213127,2019,FALSE,"c",FALSE,TRUE,6,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,117.564930685578,-5.41838761869151,55.4818759127373,0,219217,2020,FALSE,"D",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,121.427927189362,-12.0663031419086,52.5017158007118,0,558711,1935,FALSE,"g",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,130.899369850665,-4.58927153767096,71.5011891434039,35.7152323679846,257422,1993,FALSE,"C",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,103.222281943342,-8.88793622761817,69.2388028192693,0,248033,2021,TRUE,"g",TRUE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,117.070645370493,-8.42951444032452,62.3974610514218,13.1531919030622,189447,2021,FALSE,"e",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,110.992157576548,-7.46678467101475,63.6028273350664,0,170697,1995,FALSE,"a#",FALSE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81.4874039457469,-16.3756615537997,81.3646606903697,0,174131,2020,FALSE,"F",FALSE,TRUE,4,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120.675228350251,-8.41312481400275,77.4048565607869,0,186567,2017,FALSE,"G",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100.82750697692,-8.03751287550434,17.0715536579207,82.08974187612,251002,2011,FALSE,"N/A",TRUE,FALSE,3,"#ID7758"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,121.964224941889,-8.09568515410945,76.6044722497151,16.9274753423048,221215,1993,TRUE,"c",TRUE,TRUE,6,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,106.805003605402,-7.5279550894038,70.0918000695281,25.9834570420842,221374,2011,FALSE,"g#",TRUE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,112.12737678349,-10.2484669855444,67.6957531340092,0,203473,2005,FALSE,"c#",TRUE,TRUE,8,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,85.1770929995245,-9.75323468308636,75.6950952719388,0,139658,2019,FALSE,"g",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,106.995588554997,-10.4202141685602,78.0847584072947,0,188472,1999,FALSE,"f",FALSE,TRUE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,129.883030227811,-6.72953891391206,78.6487977600361,21.6886307175068,287375,2016,FALSE,"d",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,121.258604060783,-7.88160880468601,16.5103484629107,67.9639303276878,227829,2008,FALSE,"d",TRUE,TRUE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,91.0874314214527,-5.25117193959473,14.9356187675629,74.132815844149,213722,1996,FALSE,"N/A",TRUE,TRUE,4,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,124.569494459253,-9.18157876276282,42.4910897481674,0,151709,1970,TRUE,"g",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,131.58637675106,-6.00710360155656,75.8728082788215,17.3970888032016,172894,2020,FALSE,"d",FALSE,FALSE,5,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,106.807708266405,-6.11023311522404,69.0051464376901,12.5680952613216,263658,2007,FALSE,"N/A",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,165.446491567461,-7.57650146229914,69.1992353309101,0,253637,1972,FALSE,"G",FALSE,TRUE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,116.158536713808,-7.02813065893972,23.8446205860837,74.6806322817905,288303,2011,FALSE,"c",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,116.90975747448,-5.14287046429826,73.7672188453195,0,171168,2018,TRUE,"D#",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90.9775578877915,-4.6994319143564,75.6341906962294,0,198595,2021,FALSE,"C",FALSE,FALSE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,151.611724453335,-5.78925586095744,63.3910088994857,20.7361414797067,241343,2021,FALSE,"c",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,103.685428855708,-6.82588894276819,24.5133434163119,84.7930046546584,244391,2006,FALSE,"f",TRUE,FALSE,3,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,154.106087580116,-6.05163952293015,61.6608756180949,0,131339,2021,FALSE,"c",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.243702136024,-7.69525155288485,79.4997978216055,0,339240,2008,TRUE,"A#",TRUE,FALSE,5,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,141.268648125952,-8.69778281922506,79.8999658071651,14.0510344355208,192300,2011,FALSE,"e",FALSE,FALSE,1,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121.535726690644,-9.53240958194109,69.7837826338455,0,185968,2016,TRUE,"D#",TRUE,FALSE,1,"#ID7758"
"Nenhuma",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,53.5636729508835,-21.4739755259612,0,0,357761,2018,FALSE,"N/A",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,93.1587418618128,-5.95194015922848,70.4313702049262,0,389959,1987,FALSE,"c",TRUE,FALSE,1,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,119.294616447285,-11.4422948383932,70.7214947957466,0,224584,2002,FALSE,"G#",FALSE,TRUE,8,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,110.021123755615,-5.53100657931719,26.7442118593793,82.858917512315,275517,2002,FALSE,"g",FALSE,FALSE,6,"#ID7758"
